,Player,Mat,Inn,NO,Runs,Avg,100,50,Point,catagory
1692,ALF de Mel (SL),17,28.0,5.0,326.0,14.17,0.0,0.0,-1.988000159908606,5
1693,PR Stirling (IRE),3,6.0,0.0,104.0,17.33,0.0,0.0,-1.9880369728388576,5
1694,O Henry (SA),3,3.0,0.0,53.0,17.66,0.0,0.0,-1.9898781289790952,5
1695,RM Hogg (AUS),38,58.0,13.0,439.0,9.75,0.0,1.0,-1.992888465927812,5
1696,FC Hayes (ENG),9,17.0,1.0,244.0,15.25,1.0,0.0,-1.9935400211038166,5
1697,ST Clarke (WI),11,16.0,5.0,172.0,15.63,0.0,0.0,-1.994507714543091,5
1698,TJ Laughlin (AUS),3,5.0,0.0,87.0,17.4,0.0,0.0,-1.9968640072511021,5
1699,ND Howard (ENG),4,6.0,1.0,86.0,17.2,0.0,0.0,-1.9970708026817152,5
1700,RL Powell (WI),2,3.0,0.0,53.0,17.66,0.0,0.0,-1.999878825996866,5
1701,KTGD Prasad (SL),25,39.0,2.0,476.0,12.86,0.0,0.0,-2.003201872346373,5
1702,JS Patel (NZ),24,38.0,8.0,381.0,12.7,0.0,0.0,-2.004034885828913,5
1703,ERT Holmes (ENG),5,9.0,2.0,114.0,16.28,0.0,1.0,-2.004039615880571,5
1704,SR Patel (ENG),6,9.0,0.0,151.0,16.77,0.0,0.0,-2.0059894626805654,5
1705,GE Tribe (AUS),3,3.0,1.0,35.0,17.5,0.0,0.0,-2.015072642613848,5
1706,H Jupp (ENG),2,4.0,0.0,68.0,17.0,0.0,1.0,-2.0155943282768307,5
1707,DA Gunawardene (SL),6,11.0,0.0,181.0,16.45,0.0,0.0,-2.0278644862677946,5
1708,GA Bartlett (NZ),10,18.0,1.0,263.0,15.47,0.0,0.0,-2.0312303913542435,5
1709,U Afzaal (ENG),3,6.0,1.0,83.0,16.6,0.0,1.0,-2.0343096582581466,5
1710,NBF Mann (SA),19,31.0,1.0,400.0,13.33,0.0,1.0,-2.0350962799316217,5
1711,RC Irani (ENG),3,5.0,0.0,86.0,17.2,0.0,0.0,-2.0385728786870057,5
1712,A Cotter (AUS),21,37.0,2.0,457.0,13.05,0.0,0.0,-2.0409576904922515,5
1713,NA Foster (ENG),29,45.0,7.0,446.0,11.73,0.0,0.0,-2.044705789206444,5
1714,GP Wickramasinghe (SL),40,64.0,5.0,555.0,9.4,0.0,1.0,-2.0503196386571156,5
1715,BP Julian (AUS),7,9.0,1.0,128.0,16.0,0.0,1.0,-2.0517593526644036,5
1716,CI Dunusinghe (SL),5,10.0,0.0,160.0,16.0,0.0,1.0,-2.05814603780055,5
1717,Mohammad Shahzad (AFG),2,4.0,0.0,69.0,17.25,0.0,0.0,-2.061507267966437,5
1718,SHM Colah (INDIA),2,4.0,0.0,69.0,17.25,0.0,0.0,-2.061507267966437,5
1719,RS Cunis (NZ),20,31.0,8.0,295.0,12.82,0.0,1.0,-2.0627159621733164,5
1720,Hasan Ali (PAK),9,15.0,5.0,155.0,15.5,0.0,0.0,-2.064402721485037,5
1721,Amir Hamza (AFG),1,2.0,0.0,35.0,17.5,0.0,0.0,-2.0665754156369087,5
1722,DE Hoare (AUS),1,2.0,0.0,35.0,17.5,0.0,0.0,-2.0665754156369087,5
1723,NV Lindsay (SA),1,2.0,0.0,35.0,17.5,0.0,0.0,-2.0665754156369087,5
1724,PH Punjabi (INDIA),5,10.0,0.0,164.0,16.4,0.0,0.0,-2.0713321647943057,5
1725,L Sivaramakrishnan (INDIA),9,9.0,1.0,130.0,16.25,0.0,0.0,-2.077028605376724,5
1726,M Zondeki (SA),6,5.0,0.0,82.0,16.4,0.0,1.0,-2.077517817628258,5
1727,GE Palmer (AUS),17,25.0,4.0,296.0,14.09,0.0,0.0,-2.0797596722972163,5
1728,MW Pringle (SA),4,6.0,2.0,67.0,16.75,0.0,0.0,-2.0824541480747434,5
1729,SL Malinga (SL),30,37.0,13.0,275.0,11.45,0.0,1.0,-2.087072661702319,5
1730,SW Sohoni (INDIA),4,7.0,2.0,83.0,16.6,0.0,0.0,-2.090696038001906,5
1731,G Challenor (WI),3,6.0,0.0,101.0,16.83,0.0,0.0,-2.092630297899488,5
1732,JP Taylor (ENG),2,4.0,2.0,34.0,17.0,0.0,0.0,-2.0968806998212424,5
1733,FA Rose (WI),19,28.0,2.0,344.0,13.23,0.0,1.0,-2.109222022431061,5
1734,TW Garrett (AUS),19,33.0,6.0,339.0,12.55,0.0,1.0,-2.1137729811942854,5
1735,W Farrimond (ENG),4,7.0,0.0,116.0,16.57,0.0,0.0,-2.114100401922411,5
1736,EJ Chatfield (NZ),43,54.0,33.0,180.0,8.57,0.0,0.0,-2.1141451068781816,5
1737,AE Knight (ENG),3,6.0,1.0,81.0,16.2,0.0,1.0,-2.1177274011299536,5
1738,S Shillingford (WI),16,26.0,6.0,266.0,13.3,0.0,1.0,-2.1226322857706967,5
1739,WD Parnell (SA),6,4.0,0.0,67.0,16.75,0.0,0.0,-2.1254555120142404,5
1740,RD Robinson (AUS),3,6.0,0.0,100.0,16.66,0.0,0.0,-2.128179182561267,5
1741,Nadeem Khan (PAK),2,3.0,1.0,34.0,17.0,0.0,0.0,-2.128382078808762,5
1742,LA Stricker (SA),13,24.0,0.0,344.0,14.33,0.0,0.0,-2.128813950295014,5
1743,CL Townsend (ENG),2,3.0,0.0,51.0,17.0,0.0,0.0,-2.136683120911081,5
1744,Anil Dalpat (PAK),9,12.0,1.0,167.0,15.18,0.0,1.0,-2.1382374351002382,5
1745,Tapash Baisya (BDESH),21,40.0,6.0,384.0,11.29,0.0,2.0,-2.139729895415523,5
1746,Afaq Hussain (PAK),2,4.0,4.0,66.0,16.5,0.0,0.0,-2.1405537276969273,5
1747,IJ Ward (ENG),5,9.0,1.0,129.0,16.12,0.0,0.0,-2.1443669624107544,5
1748,PJW Allott (ENG),13,18.0,3.0,213.0,14.2,0.0,1.0,-2.1577872208530566,5
1749,Khalid Hasan (PAK),1,2.0,1.0,17.0,17.0,0.0,0.0,-2.161583112711733,5
1750,HH Alexander (AUS),1,2.0,1.0,17.0,17.0,0.0,0.0,-2.161583112711733,5
1751,Manzoor Elahi (PAK),6,10.0,2.0,123.0,15.37,0.0,1.0,-2.162829857659976,5
1752,NFD Thomson (AUS),2,4.0,0.0,67.0,16.75,0.0,0.0,-2.1654583000853234,5
1753,CS Martin (NZ),71,104.0,52.0,123.0,2.36,0.0,0.0,-2.166605286398434,5
1754,DV Dyer (SA),3,6.0,0.0,96.0,16.0,0.0,1.0,-2.1683796076099195,5
1755,J Arnold (ENG),1,2.0,0.0,34.0,17.0,0.0,0.0,-2.1698841548140515,5
1756,AR Butcher (ENG),1,2.0,0.0,34.0,17.0,0.0,0.0,-2.1698841548140515,5
1757,MG Grell (WI),1,2.0,0.0,34.0,17.0,0.0,0.0,-2.1698841548140515,5
1758,AP Kuiper (SA),1,2.0,0.0,34.0,17.0,0.0,0.0,-2.1698841548140515,5
1759,Mohammad Aslam (PAK),1,2.0,0.0,34.0,17.0,0.0,0.0,-2.1698841548140515,5
1760,PL Harris (SA),37,48.0,5.0,460.0,10.69,0.0,0.0,-2.1708502936467404,5
1761,JM Ghorpade (INDIA),8,15.0,0.0,229.0,15.26,0.0,0.0,-2.1722537455665734,5
1762,SMJ Woods (AUS/ENG),6,10.0,0.0,154.0,15.4,0.0,1.0,-2.17519883391572,5
1763,DVP Wright (ENG),34,39.0,13.0,289.0,11.11,0.0,0.0,-2.1812166978848277,5
1764,HMCM Bandara (SL),8,11.0,3.0,124.0,15.5,0.0,0.0,-2.181879971423017,5
1765,SR Clark (AUS),24,26.0,7.0,248.0,13.05,0.0,0.0,-2.184189639334705,5
1766,Pervez Sajjad (PAK),19,20.0,11.0,123.0,13.66,0.0,0.0,-2.186034730539838,5
1767,AN Connolly (AUS),29,45.0,20.0,260.0,10.4,0.0,0.0,-2.1874047359014366,5
1768,GAE Paine (ENG),4,7.0,1.0,97.0,16.16,0.0,0.0,-2.191270431616607,5
1769,ES Atkinson (WI),8,9.0,1.0,126.0,15.75,0.0,0.0,-2.1922649203968687,5
1770,S Christopherson (ENG),1,1.0,0.0,17.0,17.0,0.0,0.0,-2.1930844916992522,5
1771,AD Pougher (ENG),1,1.0,0.0,17.0,17.0,0.0,0.0,-2.1930844916992522,5
1772,BM Duckett (ENG),4,7.0,0.0,110.0,15.71,0.0,1.0,-2.1966519913487104,5
1773,Akram Raza (PAK),9,12.0,2.0,153.0,15.3,0.0,0.0,-2.201258022825242,5
1774,SS Dighe (INDIA),6,10.0,1.0,141.0,15.66,0.0,0.0,-2.2088305237530688,5
1775,JH de Courcy (AUS),3,6.0,1.0,81.0,16.2,0.0,0.0,-2.215615856879003,5
1776,LSM Miller (NZ),13,25.0,0.0,346.0,13.84,0.0,0.0,-2.2158611248466586,5
1777,Naimur Rahman (BDESH),8,15.0,1.0,210.0,15.0,0.0,0.0,-2.218623841390149,5
1778,LF Townsend (ENG),4,6.0,0.0,97.0,16.16,0.0,0.0,-2.2227718106041268,5
1779,PR Adams (SA),45,55.0,15.0,360.0,9.0,0.0,0.0,-2.223916880706069,5
1780,PE McEwan (NZ),4,7.0,1.0,96.0,16.0,0.0,0.0,-2.224765987353679,5
1781,RMS Eranga (SL),19,26.0,11.0,193.0,12.86,0.0,0.0,-2.231652397341069,5
1782,GD Varnals (SA),3,6.0,0.0,97.0,16.16,0.0,0.0,-2.232772507621897,5
1783,AP Freeman (ENG),12,16.0,5.0,154.0,14.0,0.0,1.0,-2.232872449455058,5
1784,GB Stevens (AUS),4,7.0,0.0,112.0,16.0,0.0,0.0,-2.233709322397741,5
1785,XC Balaskas (SA),9,13.0,1.0,174.0,14.5,1.0,0.0,-2.2416256238812053,5
1786,Mohammad Salim (BDESH),2,4.0,1.0,49.0,16.33,0.0,0.0,-2.244039365762484,5
1787,DP Samaraweera (SL),7,14.0,0.0,211.0,15.07,0.0,0.0,-2.24511032198074,5
1788,GF Labrooy (SL),9,14.0,3.0,158.0,14.36,0.0,1.0,-2.249388285426947,5
1789,EC Petrie (NZ),14,25.0,5.0,258.0,12.9,0.0,1.0,-2.261406559316026,6
1790,AJ Fothergill (ENG),2,2.0,0.0,33.0,16.5,0.0,0.0,-2.263192196973424,6
1791,KMA Paul (WI),3,6.0,0.0,96.0,16.0,0.0,0.0,-2.266268063358969,6
1792,K Cranston (ENG),8,14.0,0.0,209.0,14.92,0.0,0.0,-2.267194144717076,6
1793,WR Cuttell (ENG),2,4.0,0.0,65.0,16.25,0.0,0.0,-2.26940933220421,6
1794,DA Stirling (NZ),6,9.0,2.0,108.0,15.42,0.0,0.0,-2.272367419787199,6
1795,Farhan Adil (PAK),1,2.0,0.0,33.0,16.5,0.0,0.0,-2.2731928939911947,6
1796,MJ Macaulay (SA),1,2.0,0.0,33.0,16.5,0.0,0.0,-2.2731928939911947,6
1797,TS Curtis (ENG),5,9.0,0.0,140.0,15.55,0.0,0.0,-2.27356151087189,6
1798,SCG MacGill (AUS),44,47.0,11.0,349.0,9.69,0.0,0.0,-2.2744340477304834,6
1799,CL Badcock (AUS),7,12.0,1.0,160.0,14.54,1.0,0.0,-2.2746871602778844,6
1800,JW Hitch (ENG),7,10.0,3.0,103.0,14.71,0.0,1.0,-2.2819747063958444,6
1801,SW Ambris (WI),6,12.0,1.0,166.0,15.09,0.0,0.0,-2.2852502351667154,6
1802,GJ Batty (ENG),9,12.0,2.0,149.0,14.9,0.0,0.0,-2.285960351580536,6
1803,AS Kennedy (ENG),5,8.0,2.0,93.0,15.5,0.0,0.0,-2.287857236409019,6
1804,S Samarawickrama (SL),4,8.0,0.0,125.0,15.62,0.0,0.0,-2.2911046564184185,6
1805,CG Butts (WI),7,8.0,1.0,108.0,15.42,0.0,0.0,-2.293868101756947,6
1806,Hon.A Lyttelton (ENG),4,7.0,1.0,94.0,15.66,0.0,0.0,-2.2958637566772375,6
1807,HK Badani (INDIA),4,7.0,1.0,94.0,15.66,0.0,0.0,-2.2958637566772375,6
1808,TM Chappell (AUS),3,6.0,1.0,79.0,15.8,0.0,0.0,-2.2990335997508096,6
1809,ERH Toshack (AUS),12,11.0,6.0,73.0,14.6,0.0,0.0,-2.3017736602686965,6
1810,DJ Brown (ENG),26,34.0,5.0,342.0,11.79,0.0,0.0,-2.3027213425079167,6
1811,R Dumbrill (SA),5,10.0,0.0,153.0,15.3,0.0,0.0,-2.3042635688713635,6
1812,CEH Croft (WI),27,37.0,22.0,158.0,10.53,0.0,0.0,-2.306037544754177,6
1813,AO Jones (ENG),12,21.0,0.0,291.0,13.85,0.0,0.0,-2.308260032237857,6
1814,CFH Leslie (ENG),4,7.0,0.0,106.0,15.14,0.0,1.0,-2.31626091182404,6
1815,Rashid Khan (AFG),4,7.0,0.0,106.0,15.14,0.0,1.0,-2.31626091182404,6
1816,FJ Cameron (NZ),19,30.0,20.0,116.0,11.6,0.0,0.0,-2.317722771858655,6
1817,JK Lever (ENG),21,31.0,5.0,306.0,11.76,0.0,1.0,-2.320962975151293,6
1818,JW Gleeson (AUS),29,46.0,8.0,395.0,10.39,0.0,0.0,-2.3211074261587186,6
1819,ML Nkala (ZIM),10,15.0,2.0,187.0,14.38,0.0,0.0,-2.3214815562346454,6
1820,PR Carlstein (SA),8,14.0,1.0,190.0,14.61,0.0,0.0,-2.3238308851641922,6
1821,RK Oxenham (AUS),7,10.0,0.0,151.0,15.1,0.0,0.0,-2.3266133392134694,6
1822,Rubel Hossain (BDESH),26,45.0,19.0,259.0,9.96,0.0,0.0,-2.327615614695603,6
1823,D Williams (WI),11,19.0,1.0,242.0,13.44,0.0,1.0,-2.341373805204201,6
1824,NAM McLean (WI),19,32.0,2.0,368.0,12.26,0.0,0.0,-2.3417429257727016,6
1825,MJF Shrimpton (NZ),10,19.0,0.0,265.0,13.94,0.0,0.0,-2.351043796187479,6
1826,WJ Whitty (AUS),14,19.0,7.0,161.0,13.41,0.0,0.0,-2.3521257522835337,6
1827,P Utseya (ZIM),4,8.0,1.0,107.0,15.28,0.0,0.0,-2.353259090697915,6
1828,NB Mahwire (ZIM),10,17.0,6.0,147.0,13.36,0.0,1.0,-2.3572815662765967,6
1829,M Dillon (WI),38,68.0,3.0,549.0,8.44,0.0,0.0,-2.3584974395858165,6
1830,T Campbell (SA),5,9.0,3.0,90.0,15.0,0.0,0.0,-2.3609491824821296,6
1831,ARC Fraser (ENG),46,67.0,15.0,388.0,7.46,0.0,0.0,-2.364768353217793,6
1832,N Puna (NZ),3,5.0,3.0,31.0,15.5,0.0,0.0,-2.3653048413473816,6
1833,JB Plimsoll (SA),1,2.0,1.0,16.0,16.0,0.0,0.0,-2.3675582981242758,6
1834,JM Neblett (WI),1,2.0,1.0,16.0,16.0,0.0,0.0,-2.3675582981242758,6
1835,M Baqa Jilani (INDIA),1,2.0,1.0,16.0,16.0,0.0,0.0,-2.3675582981242758,6
1836,HRJ Charlwood (ENG),2,4.0,0.0,63.0,15.75,0.0,0.0,-2.3733603643230965,6
1837,N Gallichan (NZ),1,2.0,0.0,32.0,16.0,0.0,0.0,-2.376501633168338,6
1838,Bazid Khan (PAK),1,2.0,0.0,32.0,16.0,0.0,0.0,-2.376501633168338,6
1839,P Kumar (INDIA),6,10.0,0.0,149.0,14.9,0.0,0.0,-2.378965200608887,6
1840,WE Midwinter (AUS/ENG),12,21.0,1.0,269.0,13.45,0.0,0.0,-2.385303611832576,6
1841,S Sreesanth (INDIA),27,40.0,13.0,281.0,10.4,0.0,0.0,-2.3898649173218796,6
1842,S Ramadhin (WI),43,58.0,14.0,361.0,8.2,0.0,0.0,-2.389918247261787,6
1843,NC McGarrell (WI),4,6.0,2.0,61.0,15.25,0.0,0.0,-2.394307244431403,6
1844,Mushfiqur Rahman (BDESH),10,19.0,2.0,232.0,13.64,0.0,0.0,-2.3953992867823373,6
1845,SE Bond (NZ),18,20.0,7.0,168.0,12.92,0.0,0.0,-2.395958674055378,6
1846,AG Milkha Singh (INDIA),4,6.0,0.0,92.0,15.33,0.0,0.0,-2.3964095760636077,6
1847,LS Butler (WI),1,1.0,0.0,16.0,16.0,0.0,0.0,-2.399059677111795,6
1848,GHT Simpson-Hayward (ENG),5,8.0,1.0,105.0,15.0,0.0,0.0,-2.4020361894554547,6
1849,KD Mills (NZ),19,30.0,5.0,289.0,11.56,0.0,1.0,-2.4052312845661943,6
1850,Mehrab Hossain (BDESH),9,18.0,0.0,241.0,13.38,0.0,1.0,-2.405838844717253,6
1851,GR Larsen (NZ),8,13.0,4.0,127.0,14.11,0.0,0.0,-2.421583077269118,6
1852,ET Willett (WI),5,8.0,3.0,74.0,14.8,0.0,0.0,-2.424573804919746,6
1853,RGA Headley (WI),2,4.0,0.0,62.0,15.5,0.0,0.0,-2.42533588038254,6
1854,WP Bradburn (NZ),2,4.0,0.0,62.0,15.5,0.0,0.0,-2.42533588038254,6
1855,NS Asgarali (WI),2,4.0,0.0,62.0,15.5,0.0,0.0,-2.42533588038254,6
1856,Harry Elliott (ENG),4,5.0,1.0,61.0,15.25,0.0,0.0,-2.4258086234189227,6
1857,JM Bird (AUS),9,9.0,6.0,43.0,14.33,0.0,0.0,-2.4310471342925513,6
1858,SC Joseph (WI),5,10.0,0.0,147.0,14.7,0.0,0.0,-2.4313170620043048,6
1859,A Nel (SA),36,42.0,8.0,337.0,9.91,0.0,0.0,-2.4360407535436734,6
1860,M Sherwin (ENG),3,6.0,4.0,30.0,15.0,0.0,0.0,-2.4371122015370053,6
1861,SG Peall (ZIM),4,6.0,2.0,60.0,15.0,0.0,0.0,-2.4462827604908464,6
1862,FE Rumsey (ENG),5,5.0,3.0,30.0,15.0,0.0,0.0,-2.448612186488983,6
1863,RJ Bailey (ENG),4,8.0,0.0,119.0,14.87,0.0,0.0,-2.4489580834219793,6
1864,SG Shinde (INDIA),7,11.0,5.0,85.0,14.16,0.0,0.0,-2.4536361248557386,6
1865,WR James (ZIM),4,4.0,0.0,61.0,15.25,0.0,0.0,-2.4573100024064423,6
1866,E Wainwright (ENG),5,9.0,0.0,132.0,14.66,0.0,0.0,-2.46144612870485,6
1867,BS Chandrasekhar (INDIA),58,80.0,39.0,167.0,4.07,0.0,0.0,-2.461847064536576,6
1868,TR McKibbin (AUS),5,8.0,2.0,88.0,14.66,0.0,0.0,-2.463548330793208,6
1869,JT Sparling (NZ),11,20.0,2.0,229.0,12.72,0.0,1.0,-2.4660619170383233,6
1870,KM Dabengwa (ZIM),3,6.0,0.0,90.0,15.0,0.0,0.0,-2.475454713480229,6
1871,PJ Ingram (NZ),2,4.0,0.0,61.0,15.25,0.0,0.0,-2.4773113964419835,6
1872,J Cranston (ENG),1,2.0,0.0,31.0,15.5,0.0,0.0,-2.479810372345481,6
1873,BP Martin (NZ),5,6.0,1.0,74.0,14.8,0.0,0.0,-2.487576562894785,6
1874,RM Ellison (ENG),11,16.0,1.0,202.0,13.46,0.0,0.0,-2.4976913914002563,6
1875,CTB Turner (AUS),17,32.0,4.0,323.0,11.53,0.0,0.0,-2.502100469466468,6
1876,Naushad Ali (PAK),6,11.0,0.0,156.0,14.18,0.0,0.0,-2.5100274757200975,6
1877,NM Parker (NZ),3,6.0,0.0,89.0,14.83,0.0,0.0,-2.5110035981420085,6
1878,CS Cowdrey (ENG),6,8.0,1.0,101.0,14.42,0.0,0.0,-2.513697741837722,6
1879,CD Collymore (WI),30,52.0,27.0,197.0,7.88,0.0,0.0,-2.51479773032729,6
1880,GC Wilson (IRE),2,4.0,1.0,45.0,15.0,0.0,0.0,-2.5197012845156204,6
1881,EG Arnold (ENG),10,15.0,3.0,160.0,13.33,0.0,0.0,-2.535202980644102,6
1882,Shakeel Ahmed jnr (PAK),3,5.0,0.0,74.0,14.8,0.0,0.0,-2.5390793359178456,6
1883,DBM Smith (AUS),2,3.0,1.0,30.0,15.0,0.0,0.0,-2.541617035517334,6
1884,Mahmood Hussain (PAK),27,39.0,6.0,336.0,10.18,0.0,0.0,-2.5465335535288363,6
1885,CRD Fernando (SL),40,47.0,17.0,249.0,8.3,0.0,0.0,-2.5487587178385764,6
1886,PB Dassanayake (SL),11,17.0,2.0,196.0,13.06,0.0,0.0,-2.5521769270515184,6
1887,AA Mailey (AUS),21,29.0,9.0,222.0,11.1,0.0,0.0,-2.5560063723408106,6
1888,ML Su'a (NZ),13,18.0,5.0,165.0,12.69,0.0,0.0,-2.558118361212785,6
1889,HL Jackson (ENG),2,2.0,1.0,15.0,15.0,0.0,0.0,-2.563532786519047,6
1890,HJ Butler (ENG),2,2.0,1.0,15.0,15.0,0.0,0.0,-2.563532786519047,6
1891,WH Brann (SA),3,5.0,0.0,71.0,14.2,0.0,1.0,-2.566317494476507,6
1892,RL Johnson (ENG),3,4.0,0.0,59.0,14.75,0.0,0.0,-2.5712617315430992,6
1893,Taijul Islam (BDESH),27,45.0,6.0,374.0,9.58,0.0,0.0,-2.5716380159717014,6
1894,LJ Nash (AUS),2,2.0,0.0,30.0,15.0,0.0,0.0,-2.5731184145048536,6
1895,Anwar Khan (PAK),1,2.0,1.0,15.0,15.0,0.0,0.0,-2.573533483536818,6
1896,T Mupariwa (ZIM),1,2.0,1.0,15.0,15.0,0.0,0.0,-2.573533483536818,6
1897,W Mwayenga (ZIM),1,2.0,1.0,15.0,15.0,0.0,0.0,-2.573533483536818,6
1898,JG Thomas (ENG),5,10.0,4.0,83.0,13.83,0.0,0.0,-2.57418333827765,6
1899,R Chandrika (WI),5,10.0,0.0,140.0,14.0,0.0,0.0,-2.5795461373260693,6
1900,BJT Bosanquet (ENG),7,14.0,3.0,147.0,13.36,0.0,0.0,-2.5796762500415165,6
1901,MC Frederick (WI),1,2.0,0.0,30.0,15.0,0.0,0.0,-2.583119111522624,6
1902,HTW Hardinge (ENG),1,2.0,0.0,30.0,15.0,0.0,0.0,-2.583119111522624,6
1903,DD Hindlekar (INDIA),4,7.0,2.0,71.0,14.2,0.0,0.0,-2.591202495232747,6
1904,CT Sarwate (INDIA),9,17.0,1.0,208.0,13.0,0.0,0.0,-2.5960108014463446,6
1905,NE Haig (ENG),5,9.0,0.0,126.0,14.0,0.0,0.0,-2.600819595386039,6
1906,D Kenyon (ENG),8,15.0,0.0,192.0,12.8,0.0,1.0,-2.603249044140202,6
1907,SS Karim (INDIA),1,1.0,0.0,15.0,15.0,0.0,0.0,-2.605034862524337,6
1908,WV Rodriguez (WI),5,7.0,0.0,96.0,13.71,0.0,1.0,-2.6063091804569476,6
1909,HG Kuhn (SA),4,8.0,0.0,113.0,14.12,0.0,0.0,-2.60681151042554,6
1910,HF Boyle (AUS),12,16.0,4.0,153.0,12.75,0.0,0.0,-2.6072893358463096,6
1911,SLV Raju (INDIA),28,34.0,10.0,240.0,10.0,0.0,0.0,-2.619679595493152,6
1912,Naved Anjum (PAK),2,3.0,0.0,44.0,14.66,0.0,0.0,-2.621658139884955,6
1913,Subashis Roy (BDESH),4,6.0,5.0,14.0,14.0,0.0,0.0,-2.623501061945971,6
1914,I Meckiff (AUS),18,20.0,7.0,154.0,11.84,0.0,0.0,-2.626710299108251,6
1915,JD Nel (SA),6,11.0,0.0,150.0,13.63,0.0,0.0,-2.6268143242294983,6
1916,T Emmett (ENG),7,13.0,1.0,160.0,13.33,0.0,0.0,-2.6282078296724527,6
1917,FW Milligan (ENG),2,4.0,0.0,58.0,14.5,0.0,0.0,-2.6332379446203134,6
1918,Gul Mohammad (INDIA/PAK),9,17.0,1.0,205.0,12.81,0.0,0.0,-2.636950929841027,6
1919,Khaled Mahmud (BDESH),12,23.0,1.0,266.0,12.09,0.0,0.0,-2.641920510666974,6
1920,EA Halliwell (SA),8,15.0,0.0,188.0,12.53,0.0,1.0,-2.6612580968742923,6
1921,Shahid Nazir (PAK),15,19.0,3.0,194.0,12.12,0.0,0.0,-2.6626889079233953,6
1922,RO Butcher (ENG),3,5.0,0.0,71.0,14.2,0.0,0.0,-2.6642059502255564,6
1923,DP Sibley (ENG),3,5.0,0.0,71.0,14.2,0.0,0.0,-2.6642059502255564,6
1924,JW D'Arcy (NZ),5,10.0,0.0,136.0,13.6,0.0,0.0,-2.6642484660813635,6
1925,IDR Bradshaw (WI),5,8.0,1.0,96.0,13.71,0.0,0.0,-2.672696257218478,6
1926,FJ Laver (AUS),15,23.0,6.0,196.0,11.52,0.0,0.0,-2.6778185636842693,6
1927,DBL Powell (WI),37,57.0,5.0,407.0,7.82,0.0,0.0,-2.6836650090703076,6
1928,DP Viljoen (ZIM),2,4.0,0.0,57.0,14.25,0.0,0.0,-2.6852134606797566,6
1929,WW Keeton (ENG),2,4.0,0.0,57.0,14.25,0.0,0.0,-2.6852134606797566,6
1930,K Higgs (ENG),15,19.0,3.0,185.0,11.56,0.0,1.0,-2.685567508433685,6
1931,JH Parks (ENG),1,2.0,0.0,29.0,14.5,0.0,0.0,-2.686427850699767,6
1932,PB Truscott (NZ),1,2.0,0.0,29.0,14.5,0.0,0.0,-2.686427850699767,6
1933,DJ Meintjes (SA),2,3.0,0.0,43.0,14.33,0.0,0.0,-2.6900602873420625,6
1934,WN Slack (ENG),3,6.0,0.0,81.0,13.5,0.0,1.0,-2.6913462329130704,6
1935,RP Snell (SA),5,8.0,1.0,95.0,13.57,0.0,0.0,-2.7020851551061336,6
1936,RW McLeod (AUS),6,11.0,0.0,146.0,13.27,0.0,0.0,-2.7033033372859605,6
1937,MJC Allom (ENG),5,3.0,2.0,14.0,14.0,0.0,0.0,-2.7080045018907586,6
1938,DB Pithey (SA),8,12.0,1.0,138.0,12.54,0.0,1.0,-2.7089434635514826,6
1939,JM Kemp (SA),4,6.0,0.0,80.0,13.33,0.0,1.0,-2.7168944205570793,6
1940,TD Astle (NZ),4,4.0,0.0,56.0,14.0,0.0,0.0,-2.7171875827036587,6
1941,WE Astill (ENG),9,15.0,0.0,190.0,12.66,0.0,0.0,-2.7211679937008797,6
1942,GE Bradburn (NZ),7,10.0,2.0,105.0,13.12,0.0,0.0,-2.7242778974019366,6
1943,CEM Wilson (ENG),2,4.0,1.0,42.0,14.0,0.0,0.0,-2.7269610558116506,6
1944,OR Dunell (SA),2,4.0,1.0,42.0,14.0,0.0,0.0,-2.7269610558116506,6
1945,SF Burke (SA),2,4.0,1.0,42.0,14.0,0.0,0.0,-2.7269610558116506,6
1946,Enamul Haque (BDESH),10,19.0,4.0,180.0,12.0,0.0,0.0,-2.7271044191811944,6
1947,MW Priest (NZ),3,4.0,0.0,56.0,14.0,0.0,0.0,-2.727188279721429,6
1948,CH Parkin (ENG),10,16.0,3.0,160.0,12.3,0.0,0.0,-2.734414503013465,6
1949,NS Tamhane (INDIA),21,27.0,5.0,225.0,10.22,0.0,1.0,-2.7383267853397912,6
1950,T Richardson (ENG),14,24.0,8.0,177.0,11.06,0.0,0.0,-2.7437545560322563,6
1951,BKV Prasad (INDIA),33,47.0,20.0,203.0,7.51,0.0,0.0,-2.7528619909992287,6
1952,PK Sen (INDIA),14,18.0,4.0,165.0,11.78,0.0,0.0,-2.754190618455401,6
1953,MKGCP Lakshitha (SL),2,3.0,0.0,42.0,14.0,0.0,0.0,-2.7584624347991697,6
1954,JT Ward (NZ),8,12.0,6.0,75.0,12.5,0.0,0.0,-2.7594095797694105,6
1955,TM Alderman (AUS),41,53.0,22.0,203.0,6.54,0.0,0.0,-2.759901135076461,6
1956,V Rathour (INDIA),6,10.0,0.0,131.0,13.1,0.0,0.0,-2.7601256800077096,6
1957,JA Small (WI),3,6.0,0.0,79.0,13.16,0.0,1.0,-2.762444002236629,6
1958,S Morris (AUS),1,2.0,1.0,14.0,14.0,0.0,0.0,-2.7795086689493607,6
1959,GF Vernon (ENG),1,2.0,1.0,14.0,14.0,0.0,0.0,-2.7795086689493607,6
