,Player,Mat,Inn,NO,Runs,Avg,100,50
2425,HR Butt (ENG),3,4.0,1.0,22.0,7.33,0.0,0.0
2426,HG Gaekwad (INDIA),1,2.0,0.0,22.0,11.0,0.0,0.0
2427,C Karunaratne (SL),1,2.0,0.0,22.0,11.0,0.0,0.0
2428,CKB Kulasekara (SL),1,2.0,0.0,22.0,11.0,0.0,0.0
2429,PE McIntyre (AUS),2,4.0,1.0,22.0,7.33,0.0,0.0
2430,G Noblet (AUS),3,4.0,1.0,22.0,7.33,0.0,0.0
2431,CH Palmer (ENG),1,2.0,0.0,22.0,11.0,0.0,0.0
2432,WN Phillips (AUS),1,2.0,0.0,22.0,11.0,0.0,0.0
2433,D Pretorius (SA),4,4.0,1.0,22.0,7.33,0.0,0.0
2434,CAK Rajitha (SL),7,9.0,2.0,22.0,3.14,0.0,0.0
2435,DA Renneberg (AUS),8,13.0,7.0,22.0,3.66,0.0,0.0
2436,SV Samuelson (SA),1,2.0,0.0,22.0,11.0,0.0,0.0
2437,Tareq Aziz (BDESH),3,6.0,4.0,22.0,11.0,0.0,0.0
2438,AL Thomson (AUS),4,5.0,4.0,22.0,22.0,0.0,0.0
2439,RGCE Wijesuriya (SL),4,7.0,2.0,22.0,4.4,0.0,0.0
2440,W Bell (NZ),2,3.0,3.0,21.0,,0.0,0.0
2441,MI Black (WI),6,11.0,3.0,21.0,2.62,0.0,0.0
2442,W Brearley (ENG),4,5.0,2.0,21.0,7.0,0.0,0.0
2443,G Cripps (SA),1,2.0,0.0,21.0,10.5,0.0,0.0
2444,Ehsan Adil (PAK),3,4.0,0.0,21.0,5.25,0.0,0.0
2445,NR Ferreira (ZIM),1,2.0,0.0,21.0,10.5,0.0,0.0
2446,GK Glover (SA),1,2.0,1.0,21.0,21.0,0.0,0.0
2447,JC Hill (AUS),3,6.0,3.0,21.0,7.0,0.0,0.0
2448,AN Hornby (ENG),3,6.0,0.0,21.0,3.5,0.0,0.0
2449,JD Lindsay (SA),3,5.0,2.0,21.0,7.0,0.0,0.0
2450,MJ McCague (ENG),3,5.0,0.0,21.0,4.2,0.0,0.0
2451,GA Manou (AUS),1,2.0,1.0,21.0,21.0,0.0,0.0
2452,WP Masakadza (ZIM),1,2.0,0.0,21.0,10.5,0.0,0.0
2453,T Meale (NZ),2,4.0,0.0,21.0,5.25,0.0,0.0
2454,LE Nagel (AUS),1,2.0,1.0,21.0,21.0,0.0,0.0
2455,DJ Pattinson (ENG),1,2.0,0.0,21.0,10.5,0.0,0.0
2456,NV Radford (ENG),3,4.0,1.0,21.0,7.0,0.0,0.0
2457,JC Reedman (AUS),1,2.0,0.0,21.0,10.5,0.0,0.0
2458,VPFA Royle (ENG),1,2.0,0.0,21.0,10.5,0.0,0.0
2459,J Trim (WI),4,5.0,1.0,21.0,5.25,0.0,0.0
2460,GL Wight (WI),1,1.0,0.0,21.0,21.0,0.0,0.0
2461,RD Woolley (AUS),2,2.0,0.0,21.0,10.5,0.0,0.0
2462,RRS Cornwall (WI),2,3.0,0.0,20.0,6.66,0.0,0.0
2463,HT Davis (NZ),5,7.0,4.0,20.0,6.66,0.0,0.0
2464,F de Wet (SA),2,2.0,0.0,20.0,10.0,0.0,0.0
2465,CJ Eady (AUS),2,4.0,1.0,20.0,6.66,0.0,0.0
2466,I Khan (SA),1,1.0,0.0,20.0,20.0,0.0,0.0
2467,LA Markham (SA),1,1.0,0.0,20.0,20.0,0.0,0.0
2468,T Maruma (ZIM),1,2.0,0.0,20.0,10.0,0.0,0.0
2469,TB Mitchell (ENG),5,6.0,2.0,20.0,5.0,0.0,0.0
2470,Naved Latif (PAK),1,2.0,0.0,20.0,10.0,0.0,0.0
2471,SS Schultz (ENG),1,2.0,1.0,20.0,20.0,0.0,0.0
2472,T Shamsi (SA),2,4.0,3.0,20.0,20.0,0.0,0.0
2473,SW Tait (AUS),3,5.0,2.0,20.0,6.66,0.0,0.0
2474,MF Tremlett (ENG),3,5.0,2.0,20.0,6.66,0.0,0.0
2475,A Wharton (ENG),1,2.0,0.0,20.0,10.0,0.0,0.0
2476,HV Baumgartner (SA),1,2.0,0.0,19.0,9.5,0.0,0.0
2477,DC Cleverley (NZ),2,4.0,3.0,19.0,19.0,0.0,0.0
2478,A Coxon (ENG),1,2.0,0.0,19.0,9.5,0.0,0.0
2479,LP Jai (INDIA),1,2.0,0.0,19.0,9.5,0.0,0.0
2480,S Jeganathan (SL),2,4.0,0.0,19.0,4.75,0.0,0.0
2481,HW Lee (ENG),1,2.0,0.0,19.0,9.5,0.0,0.0
2482,AJW McIntyre (ENG),3,6.0,0.0,19.0,3.16,0.0,0.0
2483,SV Nayak (INDIA),2,3.0,1.0,19.0,9.5,0.0,0.0
2484,AL Phehlukwayo (SA),4,4.0,2.0,19.0,9.5,0.0,0.0
2485,OP Stone (ENG),1,2.0,0.0,19.0,9.5,0.0,0.0
2486,AJ Traicos (SA/ZIM),7,10.0,4.0,19.0,3.16,0.0,0.0
2487,LL Tsotsobe (SA),5,5.0,2.0,19.0,6.33,0.0,0.0
2488,AR Adams (NZ),1,2.0,0.0,18.0,9.0,0.0,0.0
2489,JJ Bumrah (INDIA),12,17.0,8.0,18.0,2.0,0.0,0.0
2490,BB Cooper (AUS),1,2.0,0.0,18.0,9.0,0.0,0.0
2491,AJ Evans (ENG),1,2.0,0.0,18.0,9.0,0.0,0.0
2492,MJ Gopalan (INDIA),1,2.0,1.0,18.0,18.0,0.0,0.0
2493,Gursharan Singh (INDIA),1,1.0,0.0,18.0,18.0,0.0,0.0
2494,C Heseltine (ENG),2,2.0,0.0,18.0,9.0,0.0,0.0
2495,AR McBrine (IRE),2,4.0,0.0,18.0,4.5,0.0,0.0
2496,JE McConnon (ENG),2,3.0,1.0,18.0,9.0,0.0,0.0
2497,EG McLeod (NZ),1,2.0,1.0,18.0,18.0,0.0,0.0
2498,Mohammad Hussain (PAK),2,3.0,0.0,18.0,6.0,0.0,0.0
2499,Mujeeb Ur Rahman (AFG),1,2.0,0.0,18.0,9.0,0.0,0.0
2500,RAP Nissanka (SL),4,5.0,2.0,18.0,6.0,0.0,0.0
2501,NJ O'Brien (IRE),1,2.0,0.0,18.0,9.0,0.0,0.0
2502,Sajedul Islam (BDESH),3,6.0,0.0,18.0,3.0,0.0,0.0
2503,RH Scott (NZ),1,1.0,0.0,18.0,18.0,0.0,0.0
2504,EL St Hill (WI),2,4.0,0.0,18.0,4.5,0.0,0.0
2505,AI Taylor (SA),1,2.0,0.0,18.0,9.0,0.0,0.0
2506,HH Alexander (AUS),1,2.0,1.0,17.0,17.0,0.0,0.0
2507,RT Barber (NZ),1,2.0,0.0,17.0,8.5,0.0,0.0
2508,GD Barlow (ENG),3,5.0,1.0,17.0,4.25,0.0,0.0
2509,GA Briant (ZIM),1,2.0,0.0,17.0,8.5,0.0,0.0
2510,D Brookes (ENG),1,2.0,0.0,17.0,8.5,0.0,0.0
2511,LS Brown (SA),2,3.0,0.0,17.0,5.66,0.0,0.0
2512,S Christopherson (ENG),1,1.0,0.0,17.0,17.0,0.0,0.0
2513,JL Cox (SA),3,6.0,1.0,17.0,3.4,0.0,0.0
2514,DT Dewdney (WI),9,12.0,5.0,17.0,2.42,0.0,0.0
2515,R Dhanraj (WI),4,4.0,0.0,17.0,4.25,0.0,0.0
2516,BBM Gaskin (WI),2,3.0,0.0,17.0,5.66,0.0,0.0
2517,S Guha (INDIA),4,7.0,2.0,17.0,3.4,0.0,0.0
2518,Khalid Hasan (PAK),1,2.0,1.0,17.0,17.0,0.0,0.0
2519,EZ Matambanadzo (ZIM),3,5.0,1.0,17.0,4.25,0.0,0.0
2520,Nasir Jamal (AFG),1,2.0,0.0,17.0,8.5,0.0,0.0
2521,N Ncube (ZIM),1,2.0,0.0,17.0,8.5,0.0,0.0
2522,Niaz Ahmed (PAK),2,3.0,3.0,17.0,,0.0,0.0
2523,AD Pougher (ENG),1,1.0,0.0,17.0,17.0,0.0,0.0
2524,N Reid (SA),1,2.0,0.0,17.0,8.5,0.0,0.0
2525,Sohail Tanvir (PAK),2,3.0,0.0,17.0,5.66,0.0,0.0
2526,PIC Thompson (WI),2,3.0,1.0,17.0,8.5,0.0,0.0
2527,AGD Wickremasinghe (SL),3,3.0,1.0,17.0,8.5,0.0,0.0
2528,M Baqa Jilani (INDIA),1,2.0,1.0,16.0,16.0,0.0,0.0
2529,DV Brennan (ENG),2,2.0,0.0,16.0,8.0,0.0,0.0
2530,RP Burl (ZIM),1,2.0,0.0,16.0,8.0,0.0,0.0
2531,LS Butler (WI),1,1.0,0.0,16.0,16.0,0.0,0.0
2532,W Carkeek (AUS),6,5.0,2.0,16.0,5.33,0.0,0.0
2533,MVT Fernando (SL),7,11.0,6.0,16.0,3.2,0.0,0.0
2534,Imran Khan (PAK),10,10.0,3.0,16.0,2.28,0.0,0.0
2535,CK Langeveldt (SA),6,4.0,2.0,16.0,8.0,0.0,0.0
2536,JDF Larter (ENG),10,7.0,2.0,16.0,3.2,0.0,0.0
2537,James Lillywhite jnr (ENG),2,3.0,1.0,16.0,8.0,0.0,0.0
2538,Muhammad Musa (PAK),1,2.0,2.0,16.0,,0.0,0.0
2539,R Nanan (WI),1,2.0,0.0,16.0,8.0,0.0,0.0
2540,Nazmul Hossain (BDESH),2,4.0,2.0,16.0,8.0,0.0,0.0
2541,JM Neblett (WI),1,2.0,1.0,16.0,16.0,0.0,0.0
2542,AE Ochse (SA),2,4.0,0.0,16.0,4.0,0.0,0.0
2543,MB Owens (NZ),8,12.0,6.0,16.0,2.66,0.0,0.0
2544,JB Plimsoll (SA),1,2.0,1.0,16.0,16.0,0.0,0.0
2545,AW Powell (SA),1,2.0,0.0,16.0,8.0,0.0,0.0
2546,JM Sims (ENG),4,4.0,0.0,16.0,4.0,0.0,0.0
2547,DJ Terbrugge (SA),7,8.0,5.0,16.0,5.33,0.0,0.0
2548,VP Terry (ENG),2,3.0,0.0,16.0,5.33,0.0,0.0
2549,A Waddington (ENG),2,4.0,0.0,16.0,4.0,0.0,0.0
2550,Agha Zahid (PAK),1,2.0,0.0,15.0,7.5,0.0,0.0
2551,Anwar Khan (PAK),1,2.0,1.0,15.0,15.0,0.0,0.0
2552,AL Apte (INDIA),1,2.0,0.0,15.0,7.5,0.0,0.0
2553,HJ Butler (ENG),2,2.0,1.0,15.0,15.0,0.0,0.0
2554,CG Fichardt (SA),2,4.0,0.0,15.0,3.75,0.0,0.0
2555,JC Hartley (ENG),2,4.0,0.0,15.0,3.75,0.0,0.0
2556,PA Hibbert (AUS),1,2.0,0.0,15.0,7.5,0.0,0.0
2557,H Howell (ENG),5,8.0,6.0,15.0,7.5,0.0,0.0
2558,HL Jackson (ENG),2,2.0,1.0,15.0,15.0,0.0,0.0
2559,SS Karim (INDIA),1,1.0,0.0,15.0,15.0,0.0,0.0
2560,C Munro (NZ),1,2.0,0.0,15.0,7.5,0.0,0.0
2561,T Mupariwa (ZIM),1,2.0,1.0,15.0,15.0,0.0,0.0
2562,W Mwayenga (ZIM),1,2.0,1.0,15.0,15.0,0.0,0.0
2563,L Ngidi (SA),5,9.0,4.0,15.0,3.0,0.0,0.0
2564,AW Palm (SA),1,2.0,0.0,15.0,7.5,0.0,0.0
2565,MR Rege (INDIA),1,2.0,0.0,15.0,7.5,0.0,0.0
2566,MWW Selvey (ENG),3,5.0,3.0,15.0,7.5,0.0,0.0
2567,Sohrawordi Shuvo (BDESH),1,2.0,0.0,15.0,7.5,0.0,0.0
2568,MJC Allom (ENG),5,3.0,2.0,14.0,14.0,0.0,0.0
2569,Anwar Hossain (BDESH),1,2.0,0.0,14.0,7.0,0.0,0.0
2570,Azam Khan (PAK),1,1.0,0.0,14.0,14.0,0.0,0.0
2571,Azhar Khan (PAK),1,1.0,0.0,14.0,14.0,0.0,0.0
2572,GF Cresswell (NZ),3,5.0,3.0,14.0,7.0,0.0,0.0
2573,P Hutchinson (SA),2,4.0,0.0,14.0,3.5,0.0,0.0
2574,TE Kane (IRE),1,2.0,0.0,14.0,7.0,0.0,0.0
2575,Khalid Wazir (PAK),2,3.0,1.0,14.0,7.0,0.0,0.0
2576,F Martin (ENG),2,2.0,0.0,14.0,7.0,0.0,0.0
2577,S Morris (AUS),1,2.0,1.0,14.0,14.0,0.0,0.0
2578,PWA Mulder (SA),1,2.0,0.0,14.0,7.0,0.0,0.0
2579,CT Mumba (ZIM),2,4.0,1.0,14.0,4.66,0.0,0.0
2580,B Muzarabani (ZIM),1,2.0,1.0,14.0,14.0,0.0,0.0
2581,MJ Nicholson (AUS),1,2.0,0.0,14.0,7.0,0.0,0.0
2582,ASM Oakman (ENG),2,2.0,0.0,14.0,7.0,0.0,0.0
2583,CT Patankar (INDIA),1,2.0,1.0,14.0,14.0,0.0,0.0
2584,SR Patil (INDIA),1,1.0,1.0,14.0,,0.0,0.0
2585,HLE Promnitz (SA),2,4.0,0.0,14.0,3.5,0.0,0.0
2586,A Rose-Innes (SA),2,4.0,0.0,14.0,3.5,0.0,0.0
2587,Subashis Roy (BDESH),4,6.0,5.0,14.0,14.0,0.0,0.0
2588,NC Tufnell (ENG),1,1.0,0.0,14.0,14.0,0.0,0.0
2589,GF Vernon (ENG),1,2.0,1.0,14.0,14.0,0.0,0.0
2590,KIW Wijegunawardene (SL),2,4.0,1.0,14.0,4.66,0.0,0.0
2591,Ziaur Rahman (BDESH),1,2.0,0.0,14.0,7.0,0.0,0.0
2592,SN Banerjee (INDIA),1,2.0,0.0,13.0,6.5,0.0,0.0
2593,A Coningham (AUS),1,2.0,0.0,13.0,6.5,0.0,0.0
2594,WH Cooper (AUS),2,3.0,1.0,13.0,6.5,0.0,0.0
2595,Hon.CJ Coventry (ENG),2,2.0,1.0,13.0,13.0,0.0,0.0
2596,TWJ Goddard (ENG),8,5.0,3.0,13.0,6.5,0.0,0.0
2597,L Hone (ENG),1,2.0,0.0,13.0,6.5,0.0,0.0
2598,Jubair Hossain (BDESH),6,5.0,2.0,13.0,4.33,0.0,0.0
2599,UN Kulkarni (INDIA),4,8.0,5.0,13.0,4.33,0.0,0.0
2600,HA Musgrove (AUS),1,2.0,0.0,13.0,6.5,0.0,0.0
2601,PWG Parker (ENG),1,2.0,0.0,13.0,6.5,0.0,0.0
2602,R Pollard (ENG),4,3.0,2.0,13.0,13.0,0.0,0.0
2603,RR Powar (INDIA),2,2.0,0.0,13.0,6.5,0.0,0.0
2604,S Ragoonath (WI),2,4.0,1.0,13.0,4.33,0.0,0.0
2605,RT Stanyforth (ENG),4,6.0,1.0,13.0,2.6,0.0,0.0
2606,RB Stewart (SA),1,2.0,0.0,13.0,6.5,0.0,0.0
2607,PHJ Trimborn (SA),4,4.0,2.0,13.0,6.5,0.0,0.0
2608,KP Walmsley (NZ),3,5.0,0.0,13.0,2.6,0.0,0.0
2609,CAK Walton (WI),2,4.0,0.0,13.0,3.25,0.0,0.0
2610,T Yohannan (INDIA),3,4.0,4.0,13.0,,0.0,0.0
2611,CE Floquet (SA),1,2.0,1.0,12.0,12.0,0.0,0.0
2612,Ghulam Abbas (PAK),1,2.0,0.0,12.0,6.0,0.0,0.0
2613,GL Gibbs (WI),1,2.0,0.0,12.0,6.0,0.0,0.0
2614,G Gladstone (WI),1,1.0,1.0,12.0,,0.0,0.0
2615,JL Hopwood (ENG),2,3.0,1.0,12.0,6.0,0.0,0.0
2616,LWS Kaluperuma (SL),2,4.0,1.0,12.0,4.0,0.0,0.0
2617,NT Pascal (WI),2,2.0,0.0,12.0,6.0,0.0,0.0
2618,ACS Pigott (ENG),1,2.0,1.0,12.0,12.0,0.0,0.0
2619,GK Robertson (NZ),1,1.0,0.0,12.0,12.0,0.0,0.0
2620,Shahid Saeed (PAK),1,1.0,0.0,12.0,12.0,0.0,0.0
2621,Wafadar Momand (AFG),2,3.0,1.0,12.0,6.0,0.0,0.0
2622,FH Walters (AUS),1,2.0,0.0,12.0,6.0,0.0,0.0
2623,CD Watson (WI),7,6.0,1.0,12.0,2.4,0.0,0.0
2624,MG Webb (NZ),3,2.0,0.0,12.0,6.0,0.0,0.0
2625,MR Adair (IRE),1,2.0,0.0,11.0,5.5,0.0,0.0
2626,FS Ahangama (SL),3,3.0,1.0,11.0,5.5,0.0,0.0
2627,BJ Bess (WI),1,2.0,1.0,11.0,11.0,0.0,0.0
2628,EG Bock (SA),1,2.0,2.0,11.0,,0.0,0.0
2629,SJE Brown (ENG),1,2.0,1.0,11.0,11.0,0.0,0.0
2630,SS Cottrell (WI),2,4.0,0.0,11.0,2.75,0.0,0.0
2631,WF Giffen (AUS),3,6.0,0.0,11.0,1.83,0.0,0.0
2632,EJ Gregory (AUS),1,2.0,0.0,11.0,5.5,0.0,0.0
2633,TU Groube (AUS),1,2.0,0.0,11.0,5.5,0.0,0.0
2634,GM Guard (INDIA),2,2.0,0.0,11.0,5.5,0.0,0.0
2635,CEJ Guest (AUS),1,1.0,0.0,11.0,11.0,0.0,0.0
2636,AE Hall (SA),7,8.0,2.0,11.0,1.83,0.0,0.0
2637,H Klaasen (SA),1,2.0,0.0,11.0,5.5,0.0,0.0
2638,VM Muddiah (INDIA),2,3.0,1.0,11.0,5.5,0.0,0.0
2639,JM Noreiga (WI),4,5.0,2.0,11.0,3.66,0.0,0.0
2640,AL Ochse (SA),3,4.0,1.0,11.0,3.66,0.0,0.0
2641,G Sharma (INDIA),5,4.0,1.0,11.0,3.66,0.0,0.0
2642,CK Singh (WI),2,3.0,0.0,11.0,3.66,0.0,0.0
2643,J Slight (AUS),1,2.0,0.0,11.0,5.5,0.0,0.0
2644,GB Street (ENG),1,2.0,1.0,11.0,11.0,0.0,0.0
2645,R Vinay Kumar (INDIA),1,2.0,0.0,11.0,5.5,0.0,0.0
2646,MG Waite (AUS),2,3.0,0.0,11.0,3.66,0.0,0.0
2647,KA Walter (SA),2,3.0,0.0,11.0,3.66,0.0,0.0
2648,BT Watambwa (ZIM),6,8.0,5.0,11.0,3.66,0.0,0.0
2649,PN Webb (NZ),2,3.0,0.0,11.0,3.66,0.0,0.0
2650,JJ Whitaker (ENG),1,1.0,0.0,11.0,11.0,0.0,0.0
2651,JP Agnew (ENG),3,4.0,3.0,10.0,10.0,0.0,0.0
2652,Kabir Ali (ENG),1,2.0,0.0,10.0,5.0,0.0,0.0
2653,GD Campbell (AUS),4,4.0,0.0,10.0,2.5,0.0,0.0
2654,B Casson (AUS),1,1.0,0.0,10.0,10.0,0.0,0.0
2655,AC Dawson (SA),2,1.0,0.0,10.0,10.0,0.0,0.0
2656,H Dean (ENG),3,4.0,2.0,10.0,5.0,0.0,0.0
2657,AM de Silva (SL),3,3.0,0.0,10.0,3.33,0.0,0.0
2658,WRS de Silva (SL),3,2.0,1.0,10.0,10.0,0.0,0.0
2659,CJ Drum (NZ),5,5.0,2.0,10.0,3.33,0.0,0.0
2660,GM Emmett (ENG),1,2.0,0.0,10.0,5.0,0.0,0.0
2661,ESH Giddins (ENG),4,7.0,3.0,10.0,2.5,0.0,0.0
2662,JR Hodges (AUS),2,4.0,1.0,10.0,3.33,0.0,0.0
2663,CL Johnson (SA),1,2.0,0.0,10.0,5.0,0.0,0.0
2664,TA Lloyd (ENG),1,1.0,1.0,10.0,,0.0,0.0
2665,CJ McKay (AUS),1,1.0,0.0,10.0,10.0,0.0,0.0
2666,JM Mennie (AUS),1,2.0,0.0,10.0,5.0,0.0,0.0
2667,BD Morrison (NZ),1,2.0,0.0,10.0,5.0,0.0,0.0
2668,DT Mutendera (ZIM),1,2.0,0.0,10.0,5.0,0.0,0.0
2669,AM Pai (INDIA),1,2.0,0.0,10.0,5.0,0.0,0.0
2670,KE Palmer (ENG),1,1.0,0.0,10.0,10.0,0.0,0.0
2671,Pankaj Singh (INDIA),2,4.0,1.0,10.0,3.33,0.0,0.0
2672,SF Rehman (PAK),1,2.0,0.0,10.0,5.0,0.0,0.0
2673,JPF Travers (AUS),1,2.0,0.0,10.0,5.0,0.0,0.0
2674,KEA Upashantha (SL),2,3.0,0.0,10.0,3.33,0.0,0.0
2675,PK Wijetunge (SL),1,2.0,0.0,10.0,5.0,0.0,0.0
2676,ER Wilson (ENG),1,2.0,0.0,10.0,5.0,0.0,0.0
2677,B Yograj Singh (INDIA),1,2.0,0.0,10.0,5.0,0.0,0.0
2678,KN Amalean (SL),2,3.0,2.0,9.0,9.0,0.0,0.0
2679,TS Chisoro (ZIM),1,1.0,0.0,9.0,9.0,0.0,0.0
2680,LJ Coldwell (ENG),7,7.0,5.0,9.0,4.5,0.0,0.0
2681,EQ Davies (SA),5,8.0,3.0,9.0,1.8,0.0,0.0
2682,M de Lange (SA),2,2.0,0.0,9.0,4.5,0.0,0.0
2683,RR Dower (SA),1,2.0,0.0,9.0,4.5,0.0,0.0
2684,A Hearne (ENG),1,1.0,0.0,9.0,9.0,0.0,0.0
2685,Iftikhar Anjum (PAK),1,1.0,1.0,9.0,,0.0,0.0
2686,TF Johnson (WI),1,1.0,1.0,9.0,,0.0,0.0
2687,LR Joslin (AUS),1,2.0,0.0,9.0,4.5,0.0,0.0
2688,J McIlwraith (AUS),1,2.0,0.0,9.0,4.5,0.0,0.0
2689,B Mavuta (ZIM),2,4.0,0.0,9.0,2.25,0.0,0.0
2690,Mohammad Khalil (PAK),2,4.0,1.0,9.0,3.0,0.0,0.0
2691,NO Norton (SA),1,2.0,0.0,9.0,4.5,0.0,0.0
2692,RJ Quiney (AUS),2,3.0,0.0,9.0,3.0,0.0,0.0
2693,Riaz Afridi (PAK),1,1.0,0.0,9.0,9.0,0.0,0.0
2694,GF Rorke (AUS),4,4.0,2.0,9.0,4.5,0.0,0.0
2695,BN Schultz (SA),9,8.0,2.0,9.0,1.5,0.0,0.0
2696,AK Sengupta (INDIA),1,2.0,0.0,9.0,4.5,0.0,0.0
2697,FW Tate (ENG),1,2.0,1.0,9.0,9.0,0.0,0.0
2698,DS Tomlinson (SA),1,1.0,0.0,9.0,9.0,0.0,0.0
2699,Zakir Khan (PAK),2,2.0,2.0,9.0,,0.0,0.0
2700,Agha Saadat Ali (PAK),1,1.0,1.0,8.0,,0.0,0.0
2701,Alamgir Kabir (BDESH),3,5.0,1.0,8.0,2.0,0.0,0.0
2702,HS Chang (WI),1,2.0,0.0,8.0,4.0,0.0,0.0
2703,UG Dowe (WI),4,3.0,2.0,8.0,8.0,0.0,0.0
2704,FJ Durston (ENG),1,2.0,1.0,8.0,8.0,0.0,0.0
2705,PA Emery (AUS),1,1.0,1.0,8.0,,0.0,0.0
2706,N Gordon (SA),5,6.0,2.0,8.0,2.0,0.0,0.0
2707,J Harry (AUS),1,2.0,0.0,8.0,4.0,0.0,0.0
2708,M Henderson (NZ),1,2.0,1.0,8.0,8.0,0.0,0.0
2709,CFW Hime (SA),1,2.0,0.0,8.0,4.0,0.0,0.0
2710,DJ Johnson (INDIA),2,3.0,1.0,8.0,4.0,0.0,0.0
2711,S Kalavitigoda (SL),1,2.0,0.0,8.0,4.0,0.0,0.0
2712,ACI Lock (ZIM),1,2.0,1.0,8.0,8.0,0.0,0.0
2713,HSB Love (AUS),1,2.0,0.0,8.0,4.0,0.0,0.0
2714,DAN McRae (NZ),1,2.0,0.0,8.0,4.0,0.0,0.0
2715,NA Mallender (ENG),2,3.0,0.0,8.0,2.66,0.0,0.0
2716,NE Marshall (WI),1,2.0,0.0,8.0,4.0,0.0,0.0
2717,BD Milburn (NZ),3,3.0,2.0,8.0,8.0,0.0,0.0
2718,Mufasir-ul-Haq (PAK),1,1.0,1.0,8.0,,0.0,0.0
2719,N M'shangwe (ZIM),2,4.0,0.0,8.0,2.0,0.0,0.0
2720,Naseem Shah (PAK),3,3.0,2.0,8.0,8.0,0.0,0.0
2721,GWF Overton (NZ),3,6.0,1.0,8.0,1.6,0.0,0.0
2722,AL Padmore (WI),2,2.0,1.0,8.0,8.0,0.0,0.0
2723,GH Pope (ENG),1,1.0,1.0,8.0,,0.0,0.0
2724,U Ranchod (ZIM),1,2.0,0.0,8.0,4.0,0.0,0.0
2725,CR Rangachari (INDIA),4,6.0,3.0,8.0,2.66,0.0,0.0
2726,KV Sharma (INDIA),1,2.0,1.0,8.0,8.0,0.0,0.0
2727,JT Willoughby (SA),2,4.0,0.0,8.0,2.0,0.0,0.0
2728,RJ Blakey (ENG),2,4.0,0.0,7.0,1.75,0.0,0.0
2729,N Chopra (INDIA),1,2.0,0.0,7.0,3.5,0.0,0.0
2730,FJ Cook (SA),1,2.0,0.0,7.0,3.5,0.0,0.0
2731,Ehsanul Haque (BDESH),1,2.0,0.0,7.0,3.5,0.0,0.0
2732,Faisal Hossain (BDESH),1,2.0,0.0,7.0,3.5,0.0,0.0
2733,WHB Frank (SA),1,2.0,0.0,7.0,3.5,0.0,0.0
2734,RHM Hands (SA),1,2.0,0.0,7.0,3.5,0.0,0.0
2735,RI Harford (NZ),3,5.0,2.0,7.0,2.33,0.0,0.0
2736,Ikram Alikhil (AFG),1,1.0,0.0,7.0,7.0,0.0,0.0
2737,SD Jack (SA),2,2.0,0.0,7.0,3.5,0.0,0.0
2738,CM Kuggeleijn (NZ),2,4.0,0.0,7.0,1.75,0.0,0.0
2739,WHV Levett (ENG),1,2.0,1.0,7.0,7.0,0.0,0.0
2740,TG McMahon (NZ),5,7.0,4.0,7.0,2.33,0.0,0.0
2741,AM Matheson (NZ),2,1.0,0.0,7.0,7.0,0.0,0.0
2742,W Mead (ENG),1,2.0,0.0,7.0,3.5,0.0,0.0
2743,Mohammad Zahid (PAK),5,6.0,1.0,7.0,1.4,0.0,0.0
2744,Munir Malik (PAK),3,4.0,1.0,7.0,2.33,0.0,0.0
2745,S Nyalchand (INDIA),1,2.0,1.0,7.0,7.0,0.0,0.0
2746,GAHM Parkar (INDIA),1,2.0,0.0,7.0,3.5,0.0,0.0
2747,Rafiqul Islam (BDESH),1,2.0,0.0,7.0,3.5,0.0,0.0
2748,Shahid Israr (PAK),1,1.0,1.0,7.0,,0.0,0.0
2749,H Smith (ENG),1,1.0,0.0,7.0,7.0,0.0,0.0
2750,J Southerton (ENG),2,3.0,1.0,7.0,3.5,0.0,0.0
2751,A Warren (ENG),1,1.0,0.0,7.0,7.0,0.0,0.0
2752,DM Washington (WI),1,1.0,1.0,7.0,,0.0,0.0
2753,GEC Wood (ENG),3,2.0,0.0,7.0,3.5,0.0,0.0
2754,SA Ankola (INDIA),1,1.0,0.0,6.0,6.0,0.0,0.0
2755,MA Beer (AUS),2,3.0,1.0,6.0,3.0,0.0,0.0
2756,R Berry (ENG),2,4.0,2.0,6.0,3.0,0.0,0.0
2757,AR Bhat (INDIA),2,3.0,1.0,6.0,3.0,0.0,0.0
2758,JH Cameron (WI),2,3.0,0.0,6.0,2.0,0.0,0.0
2759,PP Chawla (INDIA),3,3.0,0.0,6.0,2.0,0.0,0.0
2760,DP Conyngham (SA),1,2.0,2.0,6.0,,0.0,0.0
2761,AHC Cooper (SA),1,2.0,0.0,6.0,3.0,0.0,0.0
2762,WH Copson (ENG),3,1.0,0.0,6.0,6.0,0.0,0.0
2763,G Coulthard (AUS),1,1.0,1.0,6.0,,0.0,0.0
2764,MS Crane (ENG),1,2.0,0.0,6.0,3.0,0.0,0.0
2765,AC Dale (AUS),2,3.0,0.0,6.0,2.0,0.0,0.0
2766,AR Dell (AUS),2,2.0,2.0,6.0,,0.0,0.0
2767,SH Emery (AUS),4,2.0,0.0,6.0,3.0,0.0,0.0
2768,CE Finlason (SA),1,2.0,0.0,6.0,3.0,0.0,0.0
2769,PLS Gamage (SL),5,8.0,4.0,6.0,1.5,0.0,0.0
2770,RA Gaunt (AUS),3,4.0,2.0,6.0,3.0,0.0,0.0
2771,R Graham (SA),2,4.0,0.0,6.0,1.5,0.0,0.0
